Name,Team,Pos,mlbam,Age,Draft,Highest Level,B/T,Hgt/Wgt,Rank,Avg,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Six Pack,Imaginary Brick Wall,Just Baseball,MLB Pipeline,NBC Sports,Prospect 361,Prospects Live,Razzball,Roto- Baller,Roto- Prospects,Rotowire,The Athletic,TJStats
"Cruz, Humberto",SD,P,814232,19.2,2024 FA,A,R/R,"6'1"" 170",601,290.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Horvath, Mac",TB,3B,690991,24.6,2023 #53,A+,R/R,"6'0"" 195",603,290.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Valera, George",CLE,OF,671655,25.3,2017 FA,MLB,L/L,"5'10"" 195",603,290.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Iriarte, Jairo",CHW,P,683568,24.2,2018 FA,MLB,R/R,"6'4"" 240",605,290.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Kuroda-Grauer, Joshua",ATH,SS,811965,23.1,2024 #75,AA,R/R,"6'0"" 205",605,290.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Robberse, Sem",STL,P,691828,24.4,2019 FA,AAA,R/R,"6'1"" 195",607,290.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Valor, Andres",MIA,OF,808516,20.3,2023 FA,A,R/R,"6'3"" 180",608,290.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Serna, Jared",MIA,SS,691858,23.7,2019 FA,AAA,R/R,"5'7"" 174",609,290.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Manon, Jose",ATL,SS,825495,17.2,2026 FA,,R/R,"6'2"" 165",610,290.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gonzalez, Jacob",CHW,SS,694378,23.7,2023 #15,AAA,L/R,"6'2"" 205",611,290.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Baro, Boston",NYM,SS,805951,21.5,2023 #246,A+,L/R,"6'0"" 170",612,291.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Diaz, Yilbur",ARI,P,700270,25.5,2021 FA,MLB,R/R,"6'0"" 190",613,291.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"De Los Santos, Yordany",PIT,SS,703154,21.0,2022 FA,A+,R/R,"6'2"" 170",614,291.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Baez, Luis",HOU,OF,800232,22.1,2022 FA,AA,R/R,"6'1"" 225",615,291.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hunt, K.C.",MIL,P,687268,25.6,2022 #350,AA,L/R,"6'3"" 200",615,291.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Moore, Malcolm",TEX,C,702270,22.6,2024 #30,A+,L/R,"6'0"" 216",617,291.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Torin, Cristofer",ARI,SS,800198,20.7,2022 FA,AA,R/R,"5'10"" 155",618,291.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hartle, Josh",CLE,P,691776,22.9,2024 #83,AA,L/L,"6'6"" 207",619,291.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Panzini, Shane",KC,P,695556,24.3,2021 #108,AAA,R/R,"6'3"" 220",620,291.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Figueroa, Victor",BAL,1B,809372,22.1,2024 #540,A+,L/R,"6'5"" 240",620,291.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Mercedes, Yasser",MIN,OF,703160,21.3,2022 FA,A,R/R,"6'1"" 175",622,291.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Tredwell, Alonzo",HOU,P,696280,23.8,2023 #61,AA,L/R,"6'8"" 245",623,291.86,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Izzi, Ashton",ARI,P,802416,22.3,2022 #126,A+,R/R,"6'3"" 165",624,291.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Madden, Ty",DET,P,680744,26.0,2021 #32,AAA,R/R,"6'3"" 215",625,292.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Serrano, Teilon",MIN,OF,829080,17.7,2025 FA,R,L/R,"5'11"" 200",625,292.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hunter, Kenly",STL,OF,829077,17.8,2025 FA,R,R/R,"6'0"" 156",627,292.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rosario, Gabriel",BAL,OF,836617,17.5,2026 FA,,L/R,"6'3"" 200",628,292.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Arias, Rayner",SF,OF,806976,19.8,2023 FA,A,R/R,"6'2"" 185",629,292.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gomez, Pedro",BAL,OF,836612,17.4,2026 FA,,R/R,"6'1"" 202",629,292.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hoglund, Gunnar",ATH,P,680684,26.2,2021 #19,MLB,L/R,"6'4"" 220",629,292.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Dos Santos, Sebastian",STL,SS,829741,18.1,2025 FA,R,S/R,"6'0"" 140",632,292.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Lin, Yu-Min",ARI,P,801179,22.6,2021 FA,AAA,L/L,"5'11"" 160",633,292.24,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Jebb, Mitch",PIT,SS,694991,23.8,2023 #42,AA,L/R,"6'0"" 185",634,292.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cox, Jackson",COL,P,702484,22.4,2022 #50,A,R/R,"6'2"" 200",634,292.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Miller, Jake",DET,P,805725,24.7,2022 #237,AA,L/L,"6'2"" 185",636,292.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hurt, Kyle",LAD,P,669165,27.7,2020 #134,MLB,R/R,"6'3"" 240",637,292.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"White, Josh",MIA,P,687985,25.2,2022 #142,AAA,R/R,"6'1"" 205",638,292.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Martinez, Jeter",PIT,P,807002,20.0,2023 FA,A,R/R,"6'4"" 180",639,292.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Williams, Max",MIA,OF,703637,21.5,2025 #78,A,L/L,"6'2"" 207",639,292.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Knoth, Josh",MIL,P,805807,20.5,2023 #33,A,R/R,"6'1"" 190",639,292.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Melendez, Ivan",ARI,1B,699471,26.1,2022 #43,AAA,R/R,"6'1"" 245",642,292.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Martorella, Nathan",MIA,1B,687210,25.0,2022 #150,AAA,L/L,"6'0"" 225",643,292.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hechavarria, Silvano",TOR,P,827664,22.9,2024 FA,A+,R/R,"6'4"" 227",643,292.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Heubeck, Peter",LAD,P,695646,23.6,2021 #101,AA,R/R,"6'3"" 170",645,292.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Suisbel, Luis",SEA,3B,692044,22.7,2019 FA,A+,S/R,"6'1"" 190",646,292.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rumfield, T.J.",COL,1B,681198,25.8,2021 #355,AAA,L/R,"6'5"" 225",646,292.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Chace, Moises",PHI,P,691330,22.7,2019 FA,AA,R/R,"6'1"" 213",648,293.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Uberstine, Tyler",BOS,P,700413,26.7,2021 #556,AAA,R/R,"6'1"" 200",648,293.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Fruit, Zach",BAL,P,688396,25.9,2023 #271,AA,R/R,"6'4"" 212",650,293.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Barnett, Mason",ATH,P,686930,25.3,2022 #87,MLB,R/R,"6'0"" 218",651,293.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Millan, Anthony",HOU,OF,829860,17.8,2025 FA,R,R/R,"5'11"" 170",652,293.24,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Petersen, Sam",WAS,OF,695763,23.1,2024 #230,A+,R/R,"6'0"" 200",653,293.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cairone, Frank",MIL,P,827980,18.4,2025 #68,,R/L,"6'2"" 195",653,293.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Marte, Yunior",SF,P,805074,22.5,2022 FA,A,R/R,"6'5"" 210",655,293.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gourson, Duce",PIT,2B,701546,23.4,2024 #264,AA,L/R,"6'0"" 200",655,293.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Ramos, Bryan",BAL,3B,682868,23.9,2018 FA,MLB,R/R,"6'2"" 225",657,293.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Medina, Ramcell",KC,SS,829096,18.3,2025 FA,R,R/R,"6'1"" 155",657,293.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Blanco, Sebastian",COL,SS,829949,18.1,2025 FA,R,R/R,"6'1"" 181",659,293.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Aldegheri, Sam",LAA,P,691951,24.4,2019 FA,MLB,L/L,"6'1"" 210",660,293.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Foscue, Justin",TEX,1B,679822,27.0,2020 #14,MLB,R/R,"5'11"" 205",661,293.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Snell, Kade",CHC,OF,820835,23.6,2025 #151,A+,L/L,"6'1"" 220",661,293.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Suarez, Jaider",KC,SS,836598,17.2,2026 FA,,R/R,"6'1"" 180",661,293.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"DeBerry, Jaron",MIL,P,809229,23.5,2024 #93,AA,R/R,"6'3"" 178",664,293.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Aponte, Liberts",CIN,SS,829051,18.3,2025 FA,R,R/R,"6'0"" 160",665,293.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Elliott, Clark",ATH,OF,686499,25.4,2022 #69,AA,L/R,"5'10"" 182",666,293.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Holobetz, John",BOS,P,827292,23.6,2024 #156,AA,R/R,"6'3"" 190",666,293.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Delgado, Keiner",PIT,2B,700731,22.1,2021 FA,A+,S/R,"5'7"" 145",668,293.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rodriguez, Jesus",SF,C,686679,23.8,2018 FA,AAA,R/R,"5'10"" 208",669,293.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Ledbetter, Colton",TB,OF,807742,24.3,2023 #55,AA,L/R,"6'1"" 205",670,294.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Aguiar, Julian",CIN,P,687924,24.7,2021 #360,MLB,L/R,"6'3"" 180",671,294.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Moneys, Ricki",MIL,SS,835022,17.4,2026 FA,,R/R,"6'0"" 180",671,294.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Jackson, Core",NYY,SS,692110,22.4,2025 #164,A+,L/R,"6'2"" 190",673,294.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Pio, Gregory",SEA,OF,836609,17.1,2026 FA,,R/R,"5'11"" 170",673,294.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Reid, Dominick",CHC,P,805255,22.2,2025 #90,,R/R,"6'3"" 201",675,294.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Campbell, Dylan",PHI,OF,694749,23.6,2023 #136,AA,R/R,"5'10"" 205",676,294.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Livingston, Dean",ARI,P,828344,19.5,2025 #123,,R/R,"6'4"" 205",676,294.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hidalgo, Andri",BAL,P,836602,16.9,2026 FA,,L/L,"6'4"" 194",678,294.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Franco, Jose",CIN,P,683742,25.2,2018 FA,AAA,R/R,"6'2"" 257",678,294.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Fabian, Jud",BAL,OF,682983,25.4,2022 #67,AAA,R/L,"6'0"" 195",680,294.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Roque, Ariel",BAL,OF,836596,17.3,2026 FA,,L/R,"6'0"" 190",680,294.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Lin, Chen-Wei",STL,P,813820,24.2,2023 FA,AA,R/R,"6'7"" 188",682,294.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Obermueller, Cade",PHI,P,805261,22.6,2025 #63,,L/L,"6'0"" 170",683,294.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Harris, Dustin",CHW,OF,687957,26.6,2019 #344,MLB,L/R,"6'2"" 185",684,294.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"McDermott, Chayce",BAL,P,694646,27.5,2021 #132,MLB,L/R,"6'3"" 197",685,294.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Alfonzo, Omar",PIT,C,692657,22.6,2019 FA,AA,L/R,"6'1"" 235",686,294.86,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Fenelon, Kenny",MIL,OF,829064,18.4,2025 FA,R,R/R,"6'0"" 184",687,294.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hidalgo, Kevin",COL,SS,800193,21.0,2022 FA,A,R/R,"6'1"" 166",688,294.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Crawford, Reggie",SF,1B,686846,25.2,2022 #30,A+,L/L,"6'4"" 235",689,295.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Birdsell, Brandon",CHC,P,669361,25.9,2022 #143,AAA,R/R,"6'2"" 240",690,295.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Simon, Jhon",TEX,3B,829979,18.1,2025 FA,R,R/R,"5'11"" 210",690,295.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Halpin, Petey",CLE,OF,690984,23.7,2020 #95,MLB,L/R,"5'11"" 200",692,295.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Pinckney, Andrew",WAS,OF,687605,25.2,2023 #102,AAA,R/R,"6'4"" 215",693,295.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Romo, Drew",CHW,C,691011,24.5,2020 #35,MLB,S/R,"6'1"" 205",694,295.24,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Taylor, Zane",ATH,P,823990,23.7,2025 #141,AAA,R/R,"6'0"" 200",694,295.24,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Honeycutt, Vance",BAL,OF,701689,22.8,2024 #22,A+,R/R,"6'3"" 205",696,295.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Girton, Brendan",NYM,P,694858,24.3,2024 #293,AA,R/R,"6'1"" 217",696,295.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Freeman, Cody",TEX,3B,683227,25.1,2019 #115,MLB,R/R,"5'8"" 180",696,295.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Jorge, Carlos",CIN,SS,699115,22.4,2021 FA,A+,L/R,"5'9"" 160",699,295.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Sanders, Will",CHC,P,691739,23.9,2023 #113,AAA,L/R,"6'6"" 230",699,295.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rodriguez, Bradgley",SD,P,699134,22.3,2021 FA,MLB,R/R,"6'1"" 160",701,295.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Graterol, Fernando",CHW,C,836608,17.4,2026 FA,,R/R,"6'1"" 185",702,295.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Valencia, Esmil",MIA,OF,806982,20.4,2023 FA,A,R/R,"5'10"" 182",702,295.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Albertus, Alexander",CHW,SS,800316,21.3,2022 FA,R,R/R,"6'1"" 176",704,295.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hightower, Cobb",BAL,SS,826932,20.9,2024 #88,A,R/R,"5'11"" 180",705,295.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Santana, Randy",DET,OF,836597,17.4,2026 FA,,R/R,"6'3"" 184",705,295.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cruz, Trei",DET,OF,669360,27.6,2020 #73,AAA,S/R,"6'1"" 204",705,295.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Andujar, Ashly",COL,SS,815903,18.6,2024 FA,R,S/R,"6'1"" 163",708,295.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Penney, Jack",DET,SS,802599,23.5,2024 #147,A+,L/R,"6'1"" 190",708,295.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Colina, Jose",,C,822207,17.4,Unsigned,,L/R,"5'11"" 170",710,295.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Perdomo, Jose",ATH,C,836620,16.8,2026 FA,,R/R,"5'11"" 155",711,295.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Arias, Victor",TOR,OF,692478,22.5,2019 FA,AA,L/L,"5'9"" 150",711,295.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Mayea, Brando",NYY,OF,806963,20.4,2023 FA,R,R/R,"5'11"" 175",713,295.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Morris, Mason",CIN,P,702568,22.5,2025 #83,A,R/R,"6'4"" 225",713,295.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Bowman, Cooper",ATH,2B,688682,26.1,2021 #122,AAA,R/R,"6'0"" 205",715,295.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Arroyo, Chris",MIA,1B,701360,21.4,2025 #139,A,L/L,"6'2"" 225",715,295.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Sosa, Thomas",BAL,OF,800449,21.1,2022 FA,AA,L/L,"6'3"" 160",715,295.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Tomas, Juan",CHC,SS,829823,18.2,2025 FA,R,S/R,"6'2"" 177",718,295.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Drohan, Shane",MIL,P,675660,27.1,2020 #148,AAA,L/L,"6'3"" 195",719,296.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Jones, Jared",PIT,1B,702262,22.6,2025 #263,A+,R/R,"6'4"" 246",720,296.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Thach, Tanner",COL,1B,805880,21.9,2025 #227,A,L/L,"6'4"" 225",721,296.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
